DEPTH;CAL;DEN;DTC;DTS;GR;NEU;nmrFF;nmrPerm;nmrPhie;nmrPhiT;PE;RES10;RES90
2529,4104;12,4308;2,4531;65,7456;116,7241;11,2937;0,1598;0,1404;679,4948;0,1461;0,153;4,3952;127,7789;164,4034
2529,5628;12,3997;2,4776;63,5407;113,4812;11,524;0,1543;0,1426;568,7297;0,1492;0,1574;4,3846;122,2558;155,6487
2529,7152;12,3766;2,4963;62,5736;111,1472;13,2115;0,1805;0,1448;496,2002;0,1523;0,1619;4,2219;113,6685;143,7072
2529,8676;12,4109;2,4888;62,5459;113,564;13,0315;0,2129;0,1593;613,3872;0,1738;0,1802;3,9361;109,1243;137,5355
2530,02;12,461;2,4634;63,9243;116,4139;14,2486;0,2223;0,1384;274,4819;0,1542;0,1598;3,7495;103,2965;129,6435
2530,1724;12,4966;2,4444;67,3524;119,3046;14,2761;0,1779;0,1138;161,8285;0,1262;0,1286;3,8367;96,5637;120,2407
2530,3248;12,5063;2,4539;65,8286;117,7894;16,6774;0,1296;0,1027;134,9312;0,1128;0,1143;4,1838;94,5037;118,07
2530,4772;12,4188;2,483;63,2208;112,1207;18,2234;0,0887;0,0916;121,6707;0,0995;0,0999;4,6416;88,2877;109,7719
2530,6296;12,4046;2,5187;60,0267;107,1708;19,0787;0,0833;0,0882;143,5139;0,0934;0,0948;5,0872;81,0953;99,7873
2530,782;12,4117;2,535;58,7575;107,3315;16,809;0,0876;0,0901;60,7904;0,1015;0,1021;5,3764;72,7703;86,8777
2530,9344;12,4055;2,5406;58,4343;108,0228;15,2656;0,0987;0,0871;20,2416;0,1109;0,111;5,4114;68,518;78,6095
2531,0868;12,4125;2,5489;59,2203;109,4676;12,6999;0,1044;0,086;16,039;0,1125;0,1138;5,1508;69,1371;77,3294
2531,2392;12,4338;2,5712;59,3599;109,6898;11,297;0,1081;0,0849;13,207;0,1141;0,1167;4,7007;68,3605;74,9962
2531,3916;12,4229;2,5813;58,46;109,073;9,4536;0,1134;0,0935;17,252;0,1196;0,1338;4,1833;64,8683;69,7895
2531,544;12,4415;2,5759;58,4489;108,1148;8,9653;0,1157;0,1082;35,0138;0,1294;0,1484;3,8295;54,626;57,825
2531,6964;12,4401;2,5468;58,2869;106,5876;10,7629;0,1216;0,1164;67,9367;0,1337;0,1469;3,7683;47,7998;50,466
2531,8488;12,4086;2,5126;58,5692;105,8396;11,3434;0,1241;0,1126;73,7148;0,1281;0,1373;4,0819;43,7893;46,2828
2532,0012;12,4203;2,4861;59,3053;107,4073;11,5356;0,1313;0,1088;87,4613;0,1224;0,1278;4,5715;35,6163;37,7425
2532,1536;12,4533;2,4822;59,0468;110,7588;10,383;0,1226;0,1005;189,2836;0,1092;0,1092;5,0458;29,4738;30,9087
2532,306;12,4124;2,5004;59,3527;112,1882;10,2862;0,1061;0,0966;188,8026;0,1043;0,1043;5,3356;26,8883;27,9281
2532,4584;12,4039;2,519;59,1231;112,0048;10,352;0,0901;0,0979;262,6605;0,1035;0,1045;5,4672;25,1233;26,214
2532,6108;12,4048;2,5277;58,8104;110,1788;11,2743;0,0832;0,099;216,3217;0,1029;0,1066;5,5202;22,3695;23,5799
2532,7632;12,3966;2,5289;58,8716;109,8076;11,4472;0,0878;0,1;184,7654;0,1023;0,1087;5,533;19,4947;20,7692
2532,9156;12,3802;2,5291;59,1513;110,9935;12,9576;0,0927;0,1012;158,7276;0,1014;0,1111;5,5116;16,1736;17,4346
2533,068;12,3847;2,5275;59,9373;112,3981;13,4181;0,0993;0,1104;1137,308;0,1105;0,1147;5,4505;14,6384;15,8994
2533,2204;12,4019;2,524;60,02;112,1519;13,2537;0,1206;0,1144;2037,8955;0,1179;0,1179;5,3086;13,5801;14,6939
2533,3728;12,4058;2,5151;59,8216;111,773;11,7755;0,1507;0,1093;431,6813;0,1162;0,1165;5,1329;12,6014;13,4312
2533,5252;12,3862;2,5093;60,1048;110,9991;10,0979;0,1907;0,1043;164,8229;0,1145;0,1151;4,9757;11,2967;12,0152
2533,6776;12,377;2,5156;59,8367;111,4029;9,4071;0,1923;0,0897;29,0952;0,1067;0,1097;4,8969;9,908;10,494
2533,83;12,3968;2,5323;59,787;110,6768;8,998;0,1711;0,0823;16,0779;0,0981;0,1048;4,8799;8,6397;9,1462
2533,9824;12,4047;2,54;59,9656;111,8865;9,6887;0,1339;0,093;50,4798;0,104;0,1083;4,9517;7,5083;8,1094
2534,1348;12,4001;2,5314;59,9052;111,499;10,019;0,1159;0,0978;93,8557;0,1073;0,11;5,1244;6,5856;7,3013
2534,2872;12,3942;2,5171;60,3349;112,7326;10,2952;0,1113;0,1027;198,3691;0,1105;0,1118;5,3426;6,0821;6,8347
2534,4396;12,3859;2,5094;60,8361;114,6123;10,4268;0,1104;0,1072;404,375;0,1141;0,1141;5,508;5,7191;6,4958
2534,592;12,3883;2,5032;61,3672;116,62;11,2807;0,1137;0,1145;249,5046;0,126;0,126;5,5698;5,3384;6,1516
2534,7444;12,394;2,4916;61,8944;117,7909;13,1906;0,1236;0,111;92,0629;0,1298;0,1308;5,5453;4,8859;5,7405
2534,8968;12,4095;2,4864;62,46;117,6821;13,0919;0,1428;0,1105;77,1745;0,1316;0,1326;5,4144;4,7549;5,6192
2535,0492;12,4008;2,493;62,4194;117,9218;13,6182;0,1602;0,11;66,1146;0,1334;0,1345;5,2272;4,7068;5,5713
2535,2016;12,3882;2,5017;62,6465;117,5777;12,2928;0,1732;0,104;46,2484;0,1264;0,1297;4,974;4,7188;5,5424
2535,354;12,402;2,5019;62,7617;119,5489;13,9046;0,1674;0,1068;84,8147;0,1205;0,1248;4,8316;4,8421;5,5749
2535,5064;12,4068;2,4922;62,7171;119,298;15,3597;0,1487;0,1097;490,8521;0,1135;0,1164;4,8758;4,9743;5,6325
2535,6588;12,3784;2,4897;62,0721;117,8558;18,3956;0,1237;0,1074;1282,4016;0,1095;0,1111;5,1162;4,9465;5,6276
2535,8112;12,3828;2,4996;60,8838;114,6202;18,7246;0,1075;0,1052;27854,873;0,1054;0,1059;5,3517;4,7956;5,5735
2535,9636;12,399;2,5125;60,0653;113,646;18,3221;0,1011;0,1066;1593,0078;0,109;0,1098;5,4858;4,8331;5,6325
2536,116;12,3782;2,5177;59,7209;112,8342;17,2856;0,1008;0,1119;300,6993;0,1144;0,1214;5,5444;4,9417;5,7542
2536,2684;12,362;2,516;59,8189;113,1722;16,6896;0,1028;0,1132;273,8719;0,1155;0,1237;5,5621;5,2216;5,9762
